제품,제품특성
B002-01851-00066,"헤어타입:손상 모발용 주요제품특징:머릿결개선 주요제품특징:향 세부제품특징:윤기부여 세부제품특징:모발영양 :1개, 헤어타입:손상 모발용 제품형태:펌프형 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 용량:750ml(g) 구성:본품 :1개, 헤어타입:손상 모발용 제품형태:리퀴드형 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개, 주요제품특징:향 세부제품특징:윤기부여 용량:2000ml(g) 구성:리필 :1개, 세트구성:샴푸 세트구성:린스 주요제품특징:머릿결개선 주요제품특징:향 :1개 750ml"
B002-02270-00002,"헤어타입:모든 모발용 제품형태:펌프형 세부제품특징:영양공급 세부제품특징:모발영양 :1개, 헤어타입:모든 모발용 세부제품특징:윤기부여 세부제품특징:영양공급 :1개, 헤어타입:손상 모발용 세부제품특징:모발영양 용량:150ml(g) :1개, 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:향 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 용량:500ml(g) 구성:본품 :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:모발영양 용량:250ml(g) :1개, 두피타입:모든두피용 모발타입:모든 모발용 제품형태:펌프형 주요제품특징:머릿결개선 세부제품특징:손상케어 세부제품특징:모발영양 용량:500ml(g) 구성:본품 향계열:기타향 :1개, 세부제품특징:손상케어 :1개, 세트구성:샴푸 세트구성:린스 주요제품특징:향 주요제품특징:촉촉함(수분공급) :1개, 헤어타입:모든 모발용 제품형태:오일형 세부제품특징:영양공급 용량:100ml(g) :1개, 세트구성:샴푸 세트구성:린스 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 용량:250ml(g) :1개, 헤어타입:가는 모발용 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 용량:250ml(g) :1개 250ml"
B002-03770-00008,헤어타입:모든 모발용 제품형태:크림형 주요제품특징:머릿결개선 주요제품특징:향 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:부드러운 발림 세부제품특징:영양공급 용량:120ml(g) :1개 120ml
B002-01081-00002,헤어타입:모든 모발용 세부제품특징:윤기부여 용량:60ml(g) :1개 60ml
B002-01988-00008,"제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:흡수력 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 용량:80ml(g) :1개, 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개, 헤어타입:손상 모발용 제품형태:크림형 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:흡수력 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:부드러운 발림 세부제품특징:영양공급 용량:150ml(g) :1개, 헤어타입:모든 모발용 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개, 헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:흡수력 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:부드러운 발림 세부제품특징:영양공급 용량:300ml(g) :1개 150ml"
B002-02623-00014,용량:100ml(g) :1개 100ml
B002-03115-00012,"제품형태:리퀴드형 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개, 헤어타입:손상 모발용 제품형태:로션형 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개 500ml"
B002-00154-00001,"헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:향 세부제품특징:윤기부여 용량:120ml(g) :1개, 헤어타입:모든 모발용 제품형태:오일형 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:흡수력 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:부드러운 발림 세부제품특징:영양공급 용량:110ml(g) :1개 110ml"
B002-00547-00004,헤어타입:건성 헤어타입:손상 모발용 헤어타입:모든 모발용 제품형태:로션형 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개 500ml
B002-00434-00127,제품형태:크림형 주요제품특징:세팅력 주요제품특징:부드러운 발림 세부제품특징:고정력 용량:80ml(g) :1개 4 왁스 80g
B002-02446-00024,"제품형태:리퀴드형 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:영양공급 세부제품특징:모발영양 용량:180ml(g) 구성:본품 :1개, 세트구성:샴푸 세트구성:트리트먼트 주요제품특징:향 180ml"
B002-03108-00062,헤어타입:건성 주요제품특징:촉촉함(수분공급) 용량:200ml(g) :1개 200ml
B002-02545-00019,"헤어타입:모든 모발용 제품형태:리퀴드형 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개, 헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:머릿결개선 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 :1개, 세부제품특징:영양공급 용량:200ml(g) :1개, 헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:향 세부제품특징:윤기부여 용량:700ml(g) :1개 500g"
B002-00110-00054,헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 용량:15ml(g) 15ml
B002-00434-00128,"헤어타입:모든 모발용 제품형태:크림형 세부제품특징:윤기부여 용량:200ml(g) :1개, 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 용량:300ml(g) :1개, 헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 :1개 200ml"
B002-00434-00129,"타입:일반샴푸 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:세정력 주요제품특징:풍부한 거품 세부제품특징:촉촉함(수분공급) 세부제품특징:약산성 세부제품특징:손상케어 세부제품특징:모발영양 향계열:머스크향 :1개, 타입:일반샴푸 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:세정력 주요제품특징:풍부한 거품 세부제품특징:촉촉함(수분공급) 세부제품특징:약산성 세부제품특징:손상케어 세부제품특징:모발영양 향계열:기타향 :1개, 타입:일반샴푸 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:풍부한 거품 세부제품특징:촉촉함(수분공급) 세부제품특징:약산성 세부제품특징:손상케어 세부제품특징:모발영양 향계열:플로럴향 :1개, 타입:일반샴푸 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:풍부한 거품 세부제품특징:약산성 세부제품특징:손상케어 세부제품특징:모발영양 용량:500ml(g) 구성:본품 향계열:기타향 :1개, 타입:일반샴푸 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:풍부한 거품 세부제품특징:촉촉함(수분공급) 세부제품특징:약산성 세부제품특징:손상케어 세부제품특징:모발영양 향계열:기타향 :1개, 헤어타입:모든 모발용 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:모발영양 세부제품특징:모발강화 용량:250ml(g) :1개, 헤어타입:손상 모발용 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) :1개, 헤어타입:손상 모발용 제품형태:크림형 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 세부제품특징:모발강화 :1개, 타입:일반샴푸 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:세정력 주요제품특징:풍부한 거품 세부제품특징:촉촉함(수분공급) 세부제품특징:약산성 세부제품특징:손상케어 세부제품특징:모발영양 용량:990ml(g) :1개, 헤어타입:손상 모발용 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:향 :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:모발영양 세부제품특징:모발강화 용량:250ml(g) :1개, 헤어타입:모든 모발용 제품형태:스프레이형 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 용량:200ml(g) 구성:본품 :1개, 주요제품특징:머릿결개선 주요제품특징:향 세부제품특징:영양공급 세부제품특징:모발영양 용량:135ml(g) :1개, 제품형태:펌프형 주요제품특징:향 주요제품특징:흡수력 세부제품특징:윤기부여 용량:125ml(g) :1개, 헤어타입:모든 모발용 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:모발영양 세부제품특징:모발강화 용량:120ml(g) :1개, 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:영양공급 세부제품특징:모발영양 :3개, 두피타입:모든두피용 모발타입:모든 모발용 타입:일반샴푸 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:풍부한 거품 세부제품특징:촉촉함(수분공급) 용량:300ml(g) 구성:본품 향계열:기타향 :1개, 제품형태:펌프형 주요제품특징:향 주요제품특징:흡수력 세부제품특징:윤기부여 용량:125ml(g) :1개, 헤어타입:건성 헤어타입:모든 모발용 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:모발영양 용량:250ml(g) :1개, 헤어타입:손상 모발용 헤어타입:모든 모발용 제품형태:크림형 주요제품특징:머릿결개선 주요제품특징:향 세부제품특징:윤기부여 세부제품특징:영양공급 용량:300ml(g) :3개, 헤어타입:모든 모발용 제품형태:크림형 주요제품특징:윤기부여 용량:100ml(g) :본품, 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:영양공급 세부제품특징:모발영양, 헤어타입:건성 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) :1개, 제품형태:젤형 용량:140ml(g) :본품, 세트구성:샴푸 세트구성:트리트먼트 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) :1개, 세트구성:샴푸 세트구성:트리트먼트 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) :1개, 세트구성:샴푸 세트구성:트리트먼트 주요제품특징:향 주요제품특징:촉촉함(수분공급) :1개, 세트구성:샴푸 세트구성:트리트먼트 주요제품특징:향 주요제품특징:촉촉함(수분공급) :1개 10 아미노 캡슐 팩 12ml"
B002-01889-00008,헤어타입:모든 모발용 세부제품특징:영양공급 200ml
B002-01201-00004,헤어타입:모든 모발용 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개 1000ml
B002-01758-00002,"헤어타입:모든 모발용 제품형태:크림형 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 세부제품특징:모발강화 :1개, 헤어타입제품형태주요제품특징주요제품특징세부제품특징세부제품특징세부제품특징세부제품특징혜택조건두피타입모발타입:모든 모발용, 사용부위피부타입성분성분주요제품특징주요제품특징세부제품특징세부제품특징세부제품특징세부제품특징:페이스용, 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 :1개, 헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:흡수력 세부제품특징:촉촉함(수분공급) 세부제품특징:부드러운 발림 세부제품특징:영양공급 용량:100ml(g) :1개, 사용부위피부타입성분주요제품특징주요제품특징세부제품특징세부제품특징세부제품특징세부제품특징:페이스용, 헤어타입헤어타입헤어타입제품형태주요제품특징주요제품특징세부제품특징세부제품특징:염색 모발용, 헤어타입헤어타입제품형태주요제품특징주요제품특징주요제품특징두피타입모발타입:손상 모발용, 헤어타입헤어타입성분제품형태주요제품특징주요제품특징주요제품특징세부제품특징세부제품특징세부제품특징혜택조건구성두피타입모발타입모발타입용량:손상 모발용, 헤어타입:모든 모발용 제품형태:크림형 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 세부제품특징:모발강화 용량:200ml(g) :1개, 헤어타입:지성 주요제품특징:촉촉함(수분공급) 세부제품특징:영양공급 세부제품특징:모발영양 :1개, 주요제품특징:머릿결개선, 헤어타입:손상 모발용 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 용량:300ml(g) :1개, 주요제품특징주요제품특징주요제품특징세부제품특징세부제품특징세부제품특징:머릿결개선, 헤어타입헤어타입헤어타입제품형태주요제품특징주요제품특징세부제품특징세부제품특징세부제품특징세부제품특징:가는 모발용, 헤어타입헤어타입헤어타입제품형태주요제품특징주요제품특징주요제품특징세부제품특징세부제품특징세부제품특징세부제품특징:가는 모발용, 헤어타입헤어타입헤어타입제품형태주요제품특징주요제품특징세부제품특징세부제품특징세부제품특징용량:건성, 헤어타입헤어타입헤어타입제품형태주요제품특징주요제품특징주요제품특징세부제품특징세부제품특징세부제품특징세부제품특징:건성, 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 세부제품특징:영양공급 세부제품특징:모발영양 :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 세부제품특징:영양공급 세부제품특징:모발영양 세부제품특징:모발강화 :1개, 헤어타입헤어타입헤어타입제품형태주요제품특징주요제품특징세부제품특징세부제품특징세부제품특징:웨이브 모발용, 헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 세부제품특징:모발강화 :1개 240ml"
B002-00631-00022,"헤어타입:손상 모발용 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개, 세부제품특징:윤기부여 :1개, 제품형태:오일형 주요제품특징:머릿결개선 세부제품특징:영양공급 :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 세부제품특징:영양공급 세부제품특징:모발영양 용량:200ml(g) :1개, 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 :1개, 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개, 세부제품특징:촉촉함(수분공급) :1개, 헤어타입:손상 모발용 세부제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개 200ml"
B002-02804-00035,"주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개, 제품형태:크림형 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 :1개 1000ml"
B002-00087-00014,"헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 세부제품특징:영양공급 세부제품특징:모발영양 용량:210ml(g) :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 세부제품특징:영양공급 세부제품특징:모발영양 용량:50ml(g) :1개, 헤어타입:모든 모발용 제품형태:젤형 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 세부제품특징:모발강화 용량:420ml(g) :1개, 헤어타입:모든 모발용 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 세부제품특징:영양공급 세부제품특징:모발영양 용량:260ml(g) :1개, 세트구성:샴푸 세트구성:트리트먼트 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) :1개, 세트구성:샴푸 세트구성:트리트먼트 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) :1개, 세트구성:샴푸 세트구성:트리트먼트 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) :1개, 주요제품특징:머릿결개선 세부제품특징:영양공급 세부제품특징:모발영양 :1개, 헤어타입:모든 모발용 제품형태:젤형 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 세부제품특징:모발강화 용량:420ml(g), 헤어타입:모든 모발용 제품형태:젤형 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 세부제품특징:모발강화, 주요제품특징:머릿결개선 주요제품특징:촉촉함(수분공급) 210ml 3개"
B002-00149-00052,종류:트리트먼트 헤어타입:모든 모발용 용량:150ml(g) 주요제품특징:두피케어 :1개 150ml
B002-02126-00003,"헤어타입:가는 모발용 헤어타입:염색 모발용 헤어타입:웨이브 모발용 헤어타입:손상 모발용 헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 :1개, 세트구성:샴푸 세트구성:트리트먼트 주요제품특징:머릿결개선 주요제품특징:향 주요제품특징:촉촉함(수분공급) :1개 500ml"
B002-01851-00067,"헤어타입:손상 모발용 세부제품특징:영양공급 세부제품특징:모발영양 용량:200ml(g) :1개, 헤어타입:손상 모발용 주요제품특징:머릿결개선 세부제품특징:윤기부여 세부제품특징:영양공급 용량:220ml(g) :1개 220ml"
B002-03050-00003,주요제품특징:촉촉함(수분공급) 세부제품특징:영양공급 40g
B002-00770-00029,헤어타입:모든 모발용 주요제품특징:머릿결개선 세부제품특징:모발강화 세부제품특징:실리콘 프리 용량:125ml(g) 기타:리미티드에디션 구성:본품 모발타입:모든 모발용 :1개 100ml
B002-00742-00001,헤어타입:모든 모발용 제품형태:펌프형 주요제품특징:향 주요제품특징:촉촉함(수분공급) 세부제품특징:윤기부여 세부제품특징:영양공급 세부제품특징:모발영양 세부제품특징:모발강화 :1개 1077ml
B002-03299-00003,"성별:남녀공용 몸무게(키즈):6kg 타입:밴드형 단계:2단계 사이즈:소형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 안심포켓 기능:3D엠보싱시트 기능:샘방지 밴드 기능:뒤처리테이프 기능:4중 흡수층 :30매, 성별:남녀공용 몸무게(키즈):12kg 타입:밴드형 단계:4단계 사이즈:중형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 안심포켓 기능:3D엠보싱시트 기능:샘방지 밴드 기능:뒤처리테이프 기능:4중 흡수층 출시:2020년형 :24매, 성별:남녀공용 몸무게(키즈):16kg 타입:밴드형 단계:6단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 안심포켓 기능:3D엠보싱시트 기능:샘방지 밴드 기능:뒤처리테이프 기능:4중 흡수층 출시:2020년형 :20매, 성별:남녀공용 몸무게(키즈):16kg 타입:팬티형 단계:6단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 안심포켓 기능:3D엠보싱시트 기능:샘방지 밴드 기능:뒤처리테이프 기능:4중 흡수층 출시:2020년형 :18매, 성별:남녀공용 몸무게(키즈):4kg 타입:밴드형 단계:1단계 사이즈:신생아 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 안심포켓 기능:3D엠보싱시트 기능:샘방지 밴드 기능:뒤처리테이프 기능:4중 흡수층 출시:2020년형 :22매, 성별:남녀공용 몸무게(키즈):6kg 타입:밴드형 단계:3단계 사이즈:중형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 안심포켓 기능:3D엠보싱시트 기능:샘방지 밴드 기능:뒤처리테이프 기능:4중 흡수층 출시:2020년형 :28매, 성별:남녀공용 몸무게(키즈):12kg 타입:팬티형 단계:5단계 사이즈:중형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 안심포켓 기능:3D엠보싱시트 기능:샘방지 밴드 기능:뒤처리테이프 기능:4중 흡수층 출시:2020년형 :19매, 성별:남녀공용 몸무게(키즈):14kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:통기성 에어커버 기능:샘방지 밴드 :40매, 성별:남녀공용 몸무게(키즈):12,13,14,15,16kg 타입:밴드형 단계:5단계 사이즈:중형 기능:오줌 알림선 기능:통기성 에어커버 기능:원터치 매직테이프 기능:늘어나는 매직밴드 기능:샘방지 안심포켓 기능:3D엠보싱시트 기능:샘방지 밴드 기능:뒤처리테이프 기능:4중 흡수층 출시:2020년형 :22매, 성별:남녀공용 몸무게(키즈):18kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:통기성 에어커버 기능:샘방지 밴드 :38매, 성별:남녀공용 몸무게(키즈):7kg 타입:팬티형 단계:4단계 사이즈:중형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 안심포켓 기능:3D엠보싱시트 기능:샘방지 밴드 기능:뒤처리테이프 기능:4중 흡수층 출시:2020년형 :20매, 성별:남녀공용 몸무게(키즈):18kg 타입:팬티형 단계:6단계 사이즈:점보형 기능:오줌 알림선 기능:통기성 에어커버 기능:샘방지 밴드 :38매 5단계"
B002-02969-00029,"성별:남녀공용 몸무게(키즈):11kg 타입:밴드형 단계:3단계 사이즈:중형 기능:오줌 알림선 기능:샘방지 밴드 기능:뒤처리테이프 :40매, 성별:남녀선택 몸무게(키즈):18kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2021년형 :90매, 성별:남녀공용 몸무게(키즈):11kg 타입:밴드형 단계:3단계 사이즈:중형 기능:오줌 알림선 기능:샘방지 밴드 출시:2020년형 :40매, 성별:남녀공용 몸무게(키즈):18kg 타입:팬티형 단계:5단계 사이즈:특대형 기능:오줌 알림선 기능:샘방지 밴드 기능:뒤처리테이프 :90매, 성별:남녀공용 몸무게(키즈):11kg 타입:밴드형 단계:3단계 사이즈:중형 기능:오줌 알림선 기능:통기성 에어커버 기능:늘어나는 매직밴드 기능:샘방지 밴드 출시:2017년형 :184매, 성별:남녀공용 몸무게(키즈):17kg 타입:팬티형 단계:6단계 사이즈:점보형 기능:오줌 알림선 기능:샘방지 밴드 기능:뒤처리테이프 :20매, 성별:남녀공용 몸무게(키즈):14kg 타입:팬티형 단계:4단계 사이즈:대형 기능:오줌 알림선 기능:샘방지 밴드 기능:뒤처리테이프 :34매 "
